age,gender,job_role,province,salary,is_married,is_hereditary,weight,height,shampoo,is_smoker,education,stress,bald_prob
36,0,1,17,8952999.650904581,1,1,48.40284237175781,170.01396101788805,3,0,0,4,Likely
32,0,1,7,5860159.692492327,1,0,42.41951799211744,170.80896024122916,1,0,1,4,Likely
41,0,0,26,5372436.282831505,1,0,59.836353746070245,177.0092274380035,0,1,5,5,Likely
49,1,1,14,7185928.058692673,1,0,52.03892101502098,149.12392962263982,2,0,0,8,Likely
36,1,0,3,6802122.788207988,1,0,46.77259310155036,142.3268561999927,4,0,0,7,Likely
40,1,0,23,8867420.583049722,1,1,45.112873806125336,178.98352217802451,0,0,5,8,More Likely
40,1,0,0,14903700.53014912,1,0,52.07969602551465,167.2431040571197,1,1,5,6,Likely
53,1,0,1,14960349.540984554,1,0,56.71364445323292,168.7179478496621,3,0,0,1,Likely
56,0,0,29,8160158.876287712,1,0,46.88337868934173,165.62581550832633,4,1,5,4,Likely
40,1,1,22,8116296.527849657,1,0,58.41455676385402,159.7845845463297,3,1,5,6,Likely
33,1,0,6,9144706.59133045,1,1,50.52491858564845,166.2452379875402,3,1,0,4,More Likely
39,1,1,10,4426912.34415332,1,1,70.05648653466903,155.89121061609978,0,1,2,6,More Likely
31,0,0,27,3058592.6323209577,1,0,44.447724463082224,168.06516655465418,1,0,0,6,Likely
42,1,0,0,7352546.672019583,1,0,48.693325295008265,146.65121551871036,0,0,0,3,Likely
38,1,1,14,7487492.583677418,1,0,52.99108875538194,165.1279064770591,2,0,5,1,Likely
32,1,1,11,9499471.401074566,1,0,49.52404368527291,156.92874250171437,0,0,0,2,Likely
51,1,0,9,8517313.3536783,1,1,62.12834957626044,153.2082724602433,3,1,5,1,More Likely
40,1,1,10,5352380.535780898,1,0,58.78393172270903,167.6288480591048,2,1,3,10,More Likely
25,0,0,28,6431255.465054761,1,0,84.55628607119705,175.8815050681009,0,0,5,8,Likely
17,1,1,12,9300775.302885884,0,0,44.84201175999286,157.36639365640724,4,1,0,4,Likely
23,1,1,6,8771300.977175444,1,0,62.57303389791875,182.3028653800092,3,0,0,4,Likely
44,0,0,22,12937849.164131798,1,1,58.54503693822697,158.34336433118742,1,1,5,3,More Likely
36,1,1,25,9205296.520787286,1,0,52.03171687705721,159.57776998082278,3,1,0,8,Likely
33,1,0,24,9796290.900061024,1,0,88.61751756975386,192.34774266726552,4,0,4,7,Likely
25,1,0,3,8330980.630311209,1,0,56.07875723567167,159.31920114571236,4,0,0,2,Less Likely
30,0,0,33,7630873.969832555,1,0,67.87734016730649,169.94691149268192,4,0,0,8,Likely
32,1,1,32,16744332.82830238,1,0,47.64328047488616,182.0584636203684,3,1,0,1,Likely
54,1,1,17,7741196.054828023,1,0,48.12265384489524,172.0048607021031,0,1,5,3,Less Likely
49,1,0,2,11943290.487728344,1,0,50.2389544894514,156.69860583675495,4,1,3,5,Less Likely
41,0,1,20,5294692.632916749,1,0,63.96486527608732,167.265405109357,0,0,0,9,Likely
53,1,0,13,13708099.895636875,1,0,56.6309979057871,170.3409485125275,1,0,0,3,Likely
39,1,1,31,6381812.728897383,1,0,51.43078984500538,165.3519899788265,0,0,0,1,Likely
30,1,0,10,8900588.940187622,1,0,50.90530877197067,182.36473148391667,3,1,0,4,Likely
11,0,1,22,6188549.084139367,0,0,54.22059833020961,168.80102579150676,2,0,5,10,Likely
35,0,0,16,7251102.761267154,1,0,75.56713568092349,194.4477731628223,3,1,5,4,Likely
37,0,0,14,3137546.926312481,1,0,46.09751902765015,157.0517181454318,3,0,0,4,Less Likely
38,1,1,27,7614162.11081635,1,1,47.5672009844387,161.6056622559477,4,0,0,5,More Likely
42,0,0,11,8253269.433504882,1,0,48.70207131924546,175.5822996340565,1,1,0,4,Likely
37,1,0,7,7430916.0103658335,1,0,50.8099278869053,153.57925849683082,4,0,0,7,Likely
52,1,0,9,6260747.971724462,1,0,69.93837992484009,172.6379521750416,0,1,3,5,More Likely
31,1,2,32,16559451.184389925,1,0,68.6447426398671,160.5897652765832,2,1,3,9,More Likely
47,1,0,8,5509538.16621745,1,0,48.99592970767161,156.80974404916628,4,0,4,7,Likely
46,1,0,8,3766660.842333311,1,0,52.36700176511775,165.5345788851532,3,0,0,2,Likely
35,0,1,13,13178574.279030113,1,1,48.63284319048893,186.4952363633464,0,0,5,9,More Likely
55,0,0,26,6626580.651687008,1,0,57.503089042162586,178.6295407944478,0,1,0,10,Likely
34,1,0,3,6155233.807742623,1,0,45.71625545252931,153.2317515295183,2,0,0,3,Likely
48,1,1,22,8326773.753767387,1,0,48.16093724563177,166.3544705100445,2,1,5,3,More Likely
48,0,0,8,5888164.36304534,1,1,49.50687013128963,159.1672038148358,0,1,1,2,Likely
27,1,1,32,9137886.3680065,1,1,69.74412472066626,177.0139558900293,2,0,0,8,More Likely
31,1,0,1,6189960.802319704,1,1,57.569974534836135,170.06889343034496,4,0,0,2,Likely
39,1,0,18,9853433.76390712,1,0,69.59384198219757,174.17590754721613,3,0,5,8,Likely
47,1,1,32,13147727.80945078,1,0,55.092442309503525,173.69273538544104,3,0,4,3,Likely
45,1,1,30,6133341.906261696,1,0,50.61332093387514,171.9972800952492,0,1,0,4,More Likely
34,1,1,33,12454429.464738602,1,0,66.9459972478057,179.33419698760594,0,1,0,3,Likely
29,1,0,3,11677104.6520048,1,0,61.83058220268177,178.45789243539411,4,0,0,5,Likely
41,1,1,21,11860225.433571411,1,0,67.51883913939065,174.63888964666558,0,0,0,9,More Likely
45,1,1,10,8418290.677057222,1,0,48.14236021128797,183.08125210238327,2,1,0,8,More Likely
26,1,0,19,4253788.646754232,1,1,59.971047192191854,153.42762875594798,1,1,5,6,More Likely
40,1,0,30,12212589.755366324,1,1,59.99859868281792,169.16281778973536,0,0,0,6,More Likely
41,0,1,17,16261383.929604065,1,0,47.5631608893552,175.3591863749748,2,0,5,9,Likely
50,0,1,4,8870616.712860871,1,0,49.16839177680435,163.24684086667244,2,0,0,3,Likely
44,1,1,27,4789839.004669795,1,0,55.960113543957554,172.90219980409546,1,0,0,7,Likely
35,1,0,25,7933884.9570475295,1,0,51.37753923651002,160.34361314745922,0,1,0,7,Likely
39,1,1,4,3863152.3230402814,1,0,61.57441804592105,170.3805016027397,0,1,4,3,Likely
32,1,0,33,6024409.248448588,1,0,44.43243838506967,154.5788591996589,0,0,5,9,Likely
51,0,0,32,14238747.676645352,1,0,69.01437621999935,167.23908207856263,4,1,0,6,More Likely
48,1,0,7,10449717.87774697,1,0,64.00330036860007,182.2974913757813,2,0,0,3,Likely
42,0,1,11,7197661.461440562,1,0,56.52174170254478,163.11068380032566,0,1,0,6,Likely
58,1,1,12,6765870.087927128,1,0,49.0809662626851,150.06997477688074,4,0,5,3,More Likely
37,1,0,27,9027857.575735375,1,0,44.00159122545859,161.9658732202603,4,0,4,4,Likely
39,1,1,28,8051073.750428456,1,0,53.47892456723172,156.72060399414815,2,1,0,2,Likely
36,1,1,8,8786988.096066302,1,0,52.10917370456978,156.74354091694343,2,1,0,10,More Likely
37,1,1,0,13189329.433623469,1,0,49.731656281246906,166.67465099628097,2,1,5,2,Likely
28,1,0,8,7584378.25184341,1,0,67.42199242821664,154.00165509924963,0,0,3,7,Likely
39,1,0,3,4120172.324942688,1,0,75.05104251374505,185.66966208147537,4,0,0,10,Likely
40,0,0,20,9116658.198325925,1,0,53.68694198078492,184.5180819684928,0,1,0,4,Likely
34,1,0,28,8404229.181520628,1,0,53.47412637941401,175.53927476297986,2,0,5,10,Likely
35,1,0,11,15006094.24943495,1,0,44.171385693059776,150.86075619936972,2,1,0,6,Likely
49,0,1,28,4732684.593438326,1,0,49.83910409778609,167.36123162496827,2,0,5,4,Likely
42,1,0,2,14279172.340498514,1,0,50.13003247368243,174.372861099627,4,0,0,8,Likely
38,1,1,1,26517176.11759878,1,0,41.926547778712425,175.707625170043,3,0,3,10,Likely
48,1,2,17,15454451.68858358,1,0,74.52313686941979,186.88064311211016,3,0,0,7,More Likely
42,1,1,28,7557606.002645611,1,0,51.15312661362735,177.35899966665338,2,0,3,5,Likely
38,1,1,12,6426999.433467181,1,0,54.33606425716827,168.7022718614183,1,1,0,1,Likely
39,1,1,11,16773549.489115223,1,0,51.83940535217978,153.8678118647608,1,0,0,10,Likely
42,1,1,31,8859341.669440605,1,0,54.18493593639067,178.11460732023951,0,1,0,2,More Likely
47,0,0,5,16445022.445861394,1,1,51.57256276470424,161.49677759577307,0,0,0,5,Likely
24,1,0,1,5351220.848622514,1,0,73.64599189555251,179.77210828338758,4,1,5,4,Likely
41,1,0,24,9771083.224002462,1,0,52.55872695007914,154.60807089004626,2,1,0,9,More Likely
41,1,0,33,6177991.173280643,1,0,53.65816839617202,149.51095899253704,4,1,5,4,Likely
31,1,1,11,4584518.422747364,1,1,54.09815523677244,171.25792741753585,4,1,5,8,More Likely
40,1,0,17,10872486.499339491,1,0,60.95318989325912,159.95541555805772,2,0,0,4,Likely
53,1,1,32,11911848.37027454,1,0,50.76042759609472,150.37093140608008,0,0,0,6,More Likely
48,1,1,27,3488096.8807970267,1,0,59.56280381390987,184.24091445984607,4,0,0,4,Likely
34,1,0,33,10824755.333308153,1,1,61.84245287263539,164.433612331003,4,1,4,4,More Likely
31,0,2,28,11120495.58764948,1,0,62.76569930619148,158.6171009636783,4,0,0,8,More Likely
30,1,0,27,15441363.47989246,1,0,63.085288420925465,160.11710530853424,1,0,0,7,Likely
22,0,0,3,15531664.068021454,1,0,46.683700946398,166.90440234823194,0,0,0,2,Less Likely
41,0,0,30,5206776.24232829,1,1,59.0356679564004,156.08681576940845,4,0,0,9,More Likely
46,1,1,19,14283311.273640169,1,0,58.77202647178781,170.10952116884863,4,1,0,3,Likely
24,0,0,13,8511488.930130133,1,1,65.22282385276475,169.87552509041038,0,1,0,2,Likely
35,1,0,0,5118104.866562629,1,0,62.371598458474125,188.05755385998435,3,1,3,6,Likely
40,0,0,1,6772421.580638608,1,1,55.46995283278029,143.71569760149256,4,1,0,9,More Likely
43,1,1,30,7264257.940456565,1,0,66.75513557694286,192.8453942774968,0,1,0,6,More Likely
33,1,0,33,10125265.80446406,1,1,66.11541494113331,174.03728754013048,0,0,0,10,More Likely
47,1,0,9,7533860.293919886,1,0,55.61506146330484,164.45305494022173,1,0,5,4,Likely
38,1,1,27,7782355.79073367,1,0,55.03634958046992,162.5658894336604,0,1,5,2,Likely
40,1,0,11,7115947.36720576,1,0,56.55612981701987,179.78255705733392,3,0,3,1,Less Likely
28,1,1,13,7753852.926483947,1,0,43.95795230416682,145.18343819480512,1,0,0,4,Likely
41,1,1,24,8514817.180370793,1,0,49.63669471682608,158.87429913563375,0,0,5,1,Likely
36,1,1,33,5932165.988584155,1,0,45.60350292704584,162.90948294009334,4,0,0,8,Likely
61,1,1,9,7126739.306286045,1,1,46.0136293192179,156.3792376699287,0,1,0,10,More Likely
27,0,0,10,9147744.289440002,1,0,45.52264150870802,161.66549228466167,4,1,0,2,Likely
22,0,0,5,10937139.122574104,1,1,58.71666432662573,177.06821695939948,0,0,0,6,Likely
40,0,1,28,6001280.390597057,1,0,56.978413421897095,155.54757612431763,3,1,0,5,Likely
30,0,1,17,6368910.52906772,1,0,64.48111186519752,187.23126608612355,4,1,5,10,Likely
36,1,1,27,9059392.937158816,1,0,67.23571206963285,173.88967966064,2,1,5,1,Likely
35,1,1,33,3849106.068009434,1,1,51.913746192982046,163.91686361440935,1,0,0,8,More Likely
37,1,1,31,15312920.84032378,1,0,48.42408492928755,148.13974590306896,0,0,5,7,Likely
46,0,0,30,9958787.191845214,1,0,50.12125791127449,175.66362496483558,3,1,0,8,Likely
55,1,0,28,9198852.130844127,1,0,52.589978252046606,157.8558635820055,4,0,5,2,Likely
40,1,1,12,5358217.445298186,1,0,66.5528733011663,168.2950242459674,1,0,0,4,Likely
28,0,1,23,13099583.611935915,1,0,52.40861862286569,157.17661643480506,4,0,2,4,Likely
30,1,1,8,12911543.505218,1,0,68.27780142908267,171.90019813785568,4,1,4,2,Likely
46,1,1,0,6403922.452948725,1,0,53.55134274767359,141.21709641342454,2,1,5,2,More Likely
46,1,0,26,11802196.78050008,1,0,56.7327135943319,171.0978032648856,0,0,0,5,Likely
51,1,1,2,16895546.283551183,1,1,56.772455912476,154.26370873431802,4,1,3,2,More Likely
41,0,1,6,9633253.697391104,1,0,53.20265290752549,160.86091105292016,2,0,0,3,Likely
68,1,1,29,21294016.033809874,1,1,46.3457814363461,147.9217220277858,0,1,0,1,More Likely
19,0,1,5,11730884.988799438,0,0,61.28909899113352,170.85101867409267,0,0,5,6,Less Likely
41,0,1,2,3606923.926645358,1,0,58.72680185233122,168.17449160373133,2,1,0,8,More Likely
41,1,0,31,8146061.78230555,1,0,53.20658460316005,160.4869623841301,2,1,5,8,Likely
50,0,0,4,4378478.184466558,1,1,47.72002678901245,152.8047708798029,0,1,5,1,Likely
52,1,0,29,9087124.379209569,1,0,65.85669779841972,168.92032348994877,2,1,0,9,More Likely
31,0,1,6,8414010.500607196,1,0,58.11382479859444,164.6396709432905,1,1,0,4,Likely
38,1,0,2,9936237.899712833,1,0,43.55117067255287,159.30997576024546,0,0,0,8,Likely
39,1,0,5,11117769.1565742,1,0,53.61819121325087,175.11043531965078,4,0,3,4,Likely
28,1,1,25,10877031.389075382,1,0,51.056059473857125,154.03024317451508,1,1,0,4,Likely
30,1,0,23,5740664.217159583,1,0,50.04603985683875,185.2776558625892,3,0,5,9,Likely
35,1,0,31,3886150.1941173,1,0,48.79938583741176,175.12342587502968,4,1,0,4,Likely
44,1,0,7,11150837.607848404,1,1,59.88646037025666,158.25203637887492,0,0,0,7,More Likely
56,1,1,30,10012489.058365967,1,0,63.50801275225853,158.019299129659,4,0,0,3,Likely
39,1,1,29,15245218.844202053,1,0,50.18253341465323,172.37947080484918,2,1,3,6,More Likely
39,0,1,11,5128189.631617507,1,0,73.713494871074,176.9019992372701,1,0,5,2,Likely
21,1,0,2,8894335.378650563,1,0,45.30299951498857,181.4197744069802,4,0,3,3,Likely
31,0,0,14,7506533.503951087,1,0,50.64894156682185,169.52588094393673,2,0,0,3,Less Likely
39,1,2,8,6888081.076740024,1,0,73.97068540764329,171.52590835468575,1,0,0,6,More Likely
24,1,2,17,8838830.644911312,1,1,74.44573851279408,176.83340934856454,4,1,5,10,More Likely
31,1,0,14,7280404.568596691,1,0,48.98534751180395,161.4326313530165,0,1,0,9,Likely
46,1,1,3,9853853.92468307,1,1,52.17277748947716,159.96963424495877,3,0,5,1,More Likely
29,0,0,29,5087866.240533332,1,0,60.70528408809626,179.61078924892047,0,0,0,9,Likely
32,0,1,25,10905430.091601068,1,0,70.29408795146156,186.0208151648968,2,1,3,9,Likely
41,1,1,22,4764597.679912461,1,0,52.70743000260183,162.60531771405806,2,0,0,6,Likely
43,0,0,26,6449058.131384496,1,0,65.99545577914634,172.29182567634592,3,1,0,2,Likely
45,1,1,28,10426087.42927836,1,0,56.79380460194465,177.59899647905533,2,0,0,3,Likely
58,1,1,6,24705695.747712124,1,0,48.007211384277824,173.3713221010111,1,1,0,2,More Likely
47,0,0,17,6737047.089885284,1,1,48.27559470666036,162.89013675274828,4,0,0,4,Likely
38,1,0,23,12377248.7864588,1,0,67.85251938504086,163.78407820357205,2,0,5,2,Likely
44,1,2,26,23281858.45268184,1,0,78.4510768665405,178.5927116084921,4,1,0,7,More Likely
41,0,1,28,12408943.865258168,1,0,54.95222178887307,161.69156850722487,3,0,5,9,Likely
39,1,0,2,6192589.856429416,1,0,51.559572364294,186.35815516906337,0,0,0,5,Likely
31,0,1,0,4165577.849489728,1,0,44.45449698714884,154.6951155522911,3,1,0,7,Likely
55,1,1,0,6149349.454497418,1,1,65.70371810578683,186.2248298890204,4,0,0,3,More Likely
43,1,1,14,6278634.603628658,1,0,75.14408575279126,180.6375140619432,2,1,0,8,More Likely
35,1,0,32,9081953.829930976,1,0,62.4170826497033,165.086207809568,0,0,0,9,Likely
27,1,1,31,18089174.027688257,1,1,61.59248253535674,169.34778395931002,3,1,5,2,More Likely
36,1,0,22,6602706.687635175,1,0,53.27892658383955,173.3184519049671,3,1,0,10,Likely
55,1,1,0,9371409.55720665,1,0,56.5716784914393,168.82375998946134,1,0,0,9,More Likely
35,0,0,16,3287377.438836353,1,0,48.72544972301954,171.3562770393327,1,1,0,4,Likely
44,1,0,17,10368011.735171616,1,0,48.60356750722879,169.77862954455364,3,0,0,7,Likely
45,1,1,10,5936461.396013845,1,0,48.10940108773212,147.5603355536234,3,1,0,1,Likely
36,1,0,11,8884217.265449125,1,0,52.09457934503492,171.1761013943273,4,1,0,4,Likely
39,1,1,22,8644889.69293227,1,0,69.32679878630833,173.33542331371714,1,0,0,6,Likely
40,1,1,19,10849466.48540342,1,0,45.51000968309466,160.40572505096296,1,0,5,7,Likely
15,0,0,21,3261147.04728935,0,0,46.33709257900347,165.52848368720424,0,1,3,1,Less Likely
52,1,0,12,7797163.913709845,1,0,55.36893897641245,163.725062831298,3,1,0,4,Likely
43,1,1,9,7531139.991247005,1,1,55.00349876267964,149.4254659462241,4,1,0,3,More Likely
39,1,0,32,5442194.898648391,1,0,63.86605388129564,168.6578816191281,1,0,0,8,Likely
57,1,0,25,5391999.983018094,1,0,60.76061639108043,169.56377602292474,1,0,5,3,Likely
47,1,1,4,9298862.259582847,1,1,57.810107056015084,170.1916137092449,4,0,0,4,More Likely
48,0,0,7,2638809.609334884,1,0,55.93931234431322,168.59705740268666,0,0,0,2,Likely
46,1,0,17,6224246.793467661,1,1,65.7194025066496,153.6318458572717,1,1,5,1,More Likely
46,1,1,18,5060404.991734805,1,0,54.1285438264937,181.94127071180168,2,0,0,9,Likely
45,1,0,22,4188241.806953535,1,0,49.5871771234432,152.03661761075276,3,1,0,1,Likely
39,1,0,4,7452353.609475164,1,1,56.458329367604975,153.40196385230374,3,0,0,2,Likely
41,0,0,27,4125256.504625567,1,0,46.17706401675531,173.88152252444183,2,1,0,10,Likely
41,1,0,12,12611757.941340351,1,0,44.928304170628174,158.56791929630376,0,1,5,2,Likely
28,1,0,24,13304462.70345299,1,0,56.390576354609,173.33885005524797,1,0,0,2,Likely
29,1,1,3,5329796.593242247,1,1,49.95297408859663,157.92990458597237,0,0,0,5,More Likely
28,0,1,31,5270737.334950388,1,0,52.76747604393899,155.51009035325407,4,1,0,6,Likely
22,1,1,10,3816687.261709356,1,0,43.628551786433526,166.36756587543903,1,1,0,4,Likely
51,1,1,7,12093461.2617684,1,0,58.73931669611122,160.57524105593197,0,0,0,8,More Likely
43,1,0,16,18163707.46563724,1,0,45.63495807116032,173.69330075071878,4,0,0,7,Likely
60,0,1,20,5467751.251489406,1,0,53.38710544772475,155.5716394695286,2,1,0,4,More Likely
35,0,2,11,6687542.214746415,1,0,56.57383673739207,166.9650978387601,0,0,5,4,Likely
44,0,1,23,5853929.250845185,1,0,48.24679621945179,158.20798585949183,0,1,1,10,More Likely
42,1,1,25,14830349.847673375,1,1,45.22124367704457,175.17266915522447,0,1,0,9,More Likely
40,1,1,19,8156263.095758949,1,0,57.08067596053687,168.78361666867653,4,1,3,8,More Likely
30,1,2,33,6757731.2644930575,1,0,74.20382767490933,180.8248622302589,0,0,0,5,More Likely
38,1,2,29,4606848.875829747,1,0,48.64118384906473,158.72152268853856,2,1,5,10,More Likely
35,0,0,24,10341547.918185549,1,0,92.68566644021716,177.67913759513277,1,1,0,9,Likely
47,1,1,14,10809983.726517504,1,1,65.50827985897486,167.16044624312852,0,0,5,5,More Likely
50,1,1,22,5344098.279329928,1,0,50.413363815220606,155.8664213230789,3,0,4,3,Likely
